book_id,book_title,author,format,publication_year,publication_date,num_pages_final,num_ratings,num_reviews,average_rating,ratings_1_star,ratings_2_star,ratings_3_star,ratings_4_star,ratings_5_star,ratings_total_from_dist,main_genre,genres_list_clean,num_pages_fill_source,genres_mapped_clean
58890,Tris's Book,Tamora Pierce,"['251 pages, Mass Market Paperback']",1998.0,1998-04-01,251.0,32827,647,4.11,189,1115,6738,11531,13254,32827,fantasy,"fantasy,young adult,magic,young adult fantasy,middle grade,high fantasy",existing_or_parsed,"fantasy, adult fiction, paranormal & supernatural, children & pre-teens"
58922,The Runaway Bunny,Margaret Wise Brown,"['48 pages, Hardcover']",1942.0,1942-06-05,48.0,82060,1187,4.08,3168,4818,13803,20397,39874,82060,picture books,"picture books,childrens,classics,animals,family,love",existing_or_parsed,"children & pre-teens, classics, animals / nature, philosophy & education & personal development, romance"
59007,"Zalacaín, el aventurero",Pío Baroja,"['272 pages, Paperback']",1908.0,1908-01-01,272.0,1824,98,3.54,68,155,620,691,290,1824,classics,"classics,spanish literature,school,spain,literature",existing_or_parsed,"classics, literature & classics, school life, world literature"
59097,Dear and Glorious Physician,Taylor Caldwell,"['560 pages, Paperback']",1958.0,1958-01-01,560.0,7628,519,4.33,65,210,924,2344,4085,7628,historical fiction,"historical fiction,historical,classics,christian,christian fiction,biblical fiction",existing_or_parsed,"historical fiction, historical, classics, religious & spiritual"
59099,A Pillar of Iron,Taylor Caldwell,"['767 pages, Paperback']",1965.0,1965-01-01,767.0,2762,209,4.28,41,80,365,866,1410,2762,historical fiction,"historical fiction,historical,classics,ancient history,literature",existing_or_parsed,"historical fiction, historical, classics, world literature, literature & classics"
59151,Chess Story,Stefan Zweig,"['104 pages, Paperback']",1942.0,1942-09-01,104.0,130058,9795,4.27,825,2648,16277,50894,59414,130058,german literature,"german literature,literature,classics,novella",existing_or_parsed,"literature & classics, classics, other / niche"
59186,La metamorfosis,Franz Kafka,"['125 pages, Paperback']",1915.0,1915-10-01,125.0,1070188,42585,3.87,33066,73413,240180,381268,342261,1070188,fantasy,"fantasy,philosophy,literature,school,horror",existing_or_parsed,"fantasy, philosophy & education & personal development, literature & classics, school life, horror"
59263,The Golem's Eye,Jonathan Stroud,"['562 pages, Paperback']",2004.0,2004-08-23,562.0,93014,2400,4.11,1704,3135,15784,34642,37749,93014,fantasy,"fantasy,young adult,magic,middle grade,urban fantasy,adventure",existing_or_parsed,"fantasy, adult fiction, paranormal & supernatural, children & pre-teens, adventure"
59264,Ptolemy's Gate,Jonathan Stroud,"['512 pages, Hardcover']",2005.0,2005-10-01,512.0,86630,2528,4.27,1017,2213,11617,29029,42754,86630,fantasy,"fantasy,young adult,magic,urban fantasy,adventure,middle grade",existing_or_parsed,"fantasy, adult fiction, paranormal & supernatural, adventure, children & pre-teens"
59395,The Terror and Other Stories,S.T. Joshi,"['328 pages, Paperback']",2005.0,2005-04-01,328.0,109,9,3.96,2,5,24,42,36,109,horror,"horror,fantasy,weird fiction,cthulhu mythos,classics",existing_or_parsed,"horror, fantasy, paranormal & supernatural, classics"
59396,The Three Impostors and Other Stories,Arthur Machen,"['240 pages, Paperback']",2001.0,2001-01-01,240.0,1430,49,4.08,30,46,273,518,563,1430,horror,"horror,fantasy,weird fiction,classics,gothic",existing_or_parsed,"horror, fantasy, classics, dark & erotic"
59425,Los años con Laura Díaz,Carlos Fuentes,"['648 pages, Paperback']",1999.0,1999-01-01,648.0,1406,115,3.8,34,115,354,501,402,1406,historical fiction,"historical fiction,latin american,literature,spanish literature,latin american literature",existing_or_parsed,"historical fiction, world literature, literature & classics"
59503,The Lost Steps,Alejo Carpentier,"['296 pages, Paperback']",1953.0,1953-01-01,296.0,3240,298,3.91,65,233,716,1127,1099,3240,magical realism,"magical realism,spanish literature,classics,latin american,literature,latin american literature",existing_or_parsed,"paranormal & supernatural, literature & classics, classics, world literature"
59504,El siglo de las luces,Alejo Carpentier,"['300 pages, Paperback']",1962.0,1962-01-01,300.0,2998,220,4.13,53,129,483,1056,1277,2998,historical fiction,"historical fiction,spanish literature,classics,magical realism,literature",existing_or_parsed,"historical fiction, literature & classics, classics, paranormal & supernatural"
59641,The Poor Mouth,Flann O'Brien,"['128 pages, Paperback']",1941.0,1941-01-01,128.0,2766,265,4.07,22,86,549,1133,976,2766,irish literature,"irish literature,ireland,humor,classics,20th century",existing_or_parsed,"literature & classics, world literature, comedy, classics, historical fiction"
59647,The Best of Myles,Myles na Gopaleen,"['400 pages, Paperback']",1968.0,1968-01-01,400.0,707,61,4.21,2,27,104,262,312,707,irish literature,"irish literature,humor,ireland,essays,journalism,literature",existing_or_parsed,"literature & classics, comedy, world literature, other / niche, arts & pop culture"
59715,The Authoritative Calvin and Hobbes: A Calvin and Hobbes Treasury,Bill Watterson,"['254 pages, Paperback']",1990.0,1990-01-01,254.0,23415,582,4.7,131,167,962,4052,18103,23415,comics,"comics,humor,graphic novels,childrens,graphic novels comics,comedy",existing_or_parsed,"comics & manga, comedy, children & pre-teens"
59716,To the Lighthouse,Virginia Woolf,"['209 pages, Paperback']",1927.0,1927-05-05,209.0,184695,13446,3.8,7231,16036,42588,59304,59536,184695,classics,"classics,literature,feminism,20th century,literary fiction",existing_or_parsed,"classics, literature & classics, philosophy & education & personal development, historical fiction"
59721,Vineland,Thomas Pynchon,"['480 pages, Paperback']",1990.0,1990-01-01,480.0,12017,946,3.73,315,957,3234,4666,2845,12017,literature,"literature,american,literary fiction,20th century,classics",existing_or_parsed,"literature & classics, world literature, historical fiction, classics"
59780,Cosmicomics,Italo Calvino,"['153 pages, Paperback']",1965.0,1965-05-01,153.0,19030,1359,4.16,218,749,3175,6468,8420,19030,fantasy,"fantasy,science fiction,italian literature,classics,literature",existing_or_parsed,"fantasy, science fiction, literature & classics, classics"
59810,Jewels of the Sun,Nora Roberts,"['347 pages, Mass Market Paperback']",1999.0,1999-11-01,347.0,65796,1616,4.22,704,1836,10892,21180,31184,65796,romance,"romance,contemporary romance,fantasy,contemporary,paranormal,ireland",existing_or_parsed,"romance, fantasy, contemporary & slice of life, paranormal & supernatural, world literature"
59813,Valley of Silence,Nora Roberts,"['506 pages, Hardcover']",2006.0,2006-10-31,506.0,30391,1066,4.25,253,921,4743,9597,14877,30391,romance,"romance,fantasy,paranormal,paranormal romance,vampires,magic",existing_or_parsed,"romance, fantasy, paranormal & supernatural"
59829,Dance Upon the Air,Nora Roberts,"['400 pages, Paperback']",2001.0,2001-06-05,400.0,71639,2218,4.21,827,1964,11983,23749,33116,71639,romance,"romance,paranormal,fantasy,contemporary romance,paranormal romance,contemporary",existing_or_parsed,"romance, paranormal & supernatural, fantasy, contemporary & slice of life"
59836,The Gift,Danielle Steel,"['275 pages, Mass Market Paperback']",1986.0,1986-01-01,275.0,18992,785,3.97,328,1094,4485,5988,7097,18992,romance,"romance,chick lit,adult,contemporary,drama,contemporary romance",existing_or_parsed,"romance, chick lit, adult fiction, contemporary & slice of life, drama"
59839,Special Delivery,Danielle Steel,"['229 pages, Mass Market Paperback']",1997.0,1997-01-01,229.0,7579,242,3.88,172,556,2036,2083,2732,7579,romance,"romance,chick lit,contemporary,contemporary romance,adult fiction",existing_or_parsed,"romance, chick lit, contemporary & slice of life, adult fiction"
59842,The Wedding,Danielle Steel,"['539 pages, Paperback']",2000.0,2000-01-01,539.0,10102,314,3.85,270,758,2630,2954,3490,10102,romance,"romance,chick lit,contemporary,adult fiction,contemporary romance",existing_or_parsed,"romance, chick lit, contemporary & slice of life, adult fiction"
59849,The Ghost,Danielle Steel,"['420 pages, Mass Market Paperback']",1997.0,1997-01-01,420.0,10243,522,3.98,185,648,2350,3091,3969,10243,romance,"romance,historical fiction,contemporary,chick lit,paranormal,historical romance",existing_or_parsed,"romance, historical fiction, contemporary & slice of life, chick lit, paranormal & supernatural"
59850,Sunset in St. Tropez,Danielle Steel,"['288 pages, Paperback']",2000.0,2000-01-01,288.0,7782,297,3.8,228,656,2139,2169,2590,7782,romance,"romance,chick lit,contemporary romance,contemporary,adult",existing_or_parsed,"romance, chick lit, contemporary & slice of life, adult fiction"
59853,Wings,Danielle Steel,"['480 pages, Mass Market Paperback']",1994.0,1994-01-01,480.0,6170,199,3.93,75,410,1589,1866,2230,6170,romance,"romance,historical,chick lit,historical fiction,contemporary,contemporary romance",existing_or_parsed,"romance, historical, chick lit, historical fiction, contemporary & slice of life"
59854,Secrets,Danielle Steel,"['278 pages, Paperback']",1985.0,1985-01-01,278.0,7487,187,3.86,119,506,2157,2240,2465,7487,romance,"romance,chick lit,contemporary romance,contemporary,adult fiction",existing_or_parsed,"romance, chick lit, contemporary & slice of life, adult fiction"
59856,Remembrance,Danielle Steel,"['480 pages, Paperback']",1981.0,1981-01-01,480.0,7949,140,3.95,161,460,1979,2369,2980,7949,romance,"romance,chick lit,contemporary,historical fiction,contemporary romance,drama",existing_or_parsed,"romance, chick lit, contemporary & slice of life, historical fiction, drama"
59857,Second Chance,Danielle Steel,"['336 pages, Mass Market Paperback']",2004.0,2004-01-01,336.0,7208,259,3.83,181,561,1956,2092,2418,7208,romance,"romance,chick lit,contemporary,contemporary romance,adult,adult fiction",existing_or_parsed,"romance, chick lit, contemporary & slice of life, adult fiction"
59881,Family Album,Danielle Steel,"['400 pages, Paperback']",1985.0,1985-01-01,400.0,9839,212,3.97,121,507,2483,3142,3586,9839,romance,"romance,chick lit,contemporary romance,drama,contemporary,adult fiction",existing_or_parsed,"romance, chick lit, drama, contemporary & slice of life, adult fiction"
59882,Accident,Danielle Steel,"['464 pages, Mass Market Paperback']",1994.0,1994-01-01,464.0,15303,468,4.01,247,795,3503,4811,5947,15303,romance,"romance,chick lit,contemporary,mystery,drama",existing_or_parsed,"romance, chick lit, contemporary & slice of life, mystery & crime, drama"
59887,The Promise,Danielle Steel,"['224 pages, Paperback']",1977.0,1977-01-01,224.0,15428,574,4.02,274,839,3389,4672,6254,15428,romance,"romance,chick lit,contemporary,contemporary romance,drama",existing_or_parsed,"romance, chick lit, contemporary & slice of life, drama"
59889,Safe Harbour,Danielle Steel,"['338 pages, Hardcover']",2003.0,2003-01-01,338.0,22695,422,4.08,425,936,4569,7212,9553,22695,romance,"romance,chick lit,contemporary romance,contemporary,drama",existing_or_parsed,"romance, chick lit, contemporary & slice of life, drama"
59897,Wanderlust,Danielle Steel,"['436 pages, Paperback']",1986.0,1986-01-01,436.0,7593,235,3.96,116,406,1907,2365,2799,7593,romance,"romance,chick lit,historical fiction,historical,contemporary,drama",existing_or_parsed,"romance, chick lit, historical fiction, historical, contemporary & slice of life, drama"
59904,Thurston House,Danielle Steel,"['416 pages, Paperback']",1983.0,1983-01-01,416.0,7040,176,4.0,110,376,1680,2115,2759,7040,romance,"romance,historical fiction,chick lit,drama,contemporary,historical",existing_or_parsed,"romance, historical fiction, chick lit, drama, contemporary & slice of life, historical"
59921,The Telling,Ursula K. Le Guin,"['231 pages, Mass Market Paperback']",2000.0,2000-09-11,231.0,8022,766,3.97,96,354,1816,3196,2560,8022,science fiction,"science fiction,fantasy,speculative fiction,science fiction fantasy,queer,lgbt",existing_or_parsed,"science fiction, fantasy, speculative fiction, lgbtq+"
59922,Changes,Danielle Steel,"['311 pages, Hardcover']",1983.0,1983-08-01,311.0,8226,164,3.88,145,516,2286,2477,2802,8226,romance,"romance,chick lit,contemporary romance,contemporary,adult fiction,womens fiction",existing_or_parsed,"romance, chick lit, contemporary & slice of life, adult fiction"
59924,The Lathe of Heaven,Ursula K. Le Guin,"['176 pages, Paperback']",1971.0,1971-05-01,176.0,74608,6388,4.12,526,2202,12898,30929,28053,74608,science fiction,"science fiction,fantasy,dystopia,classics,science fiction fantasy,speculative fiction",existing_or_parsed,"science fiction, fantasy, dystopian, classics, speculative fiction"
59950,The Sound of the Mountain,Yasunari Kawabata,"['276 pages, Paperback']",1953.0,1953-01-01,276.0,8259,752,3.86,117,547,2040,3220,2335,8259,japan,"japan,japanese literature,classics,literature,asia",existing_or_parsed,"world literature, literature & classics, classics"
59952,300,Frank Miller,"['88 pages, Hardcover']",1999.0,1999-12-28,88.0,52623,1168,3.98,1216,2937,11215,17565,19690,52623,comics,"comics,graphic novels,historical fiction,graphic novels comics,comic book,war",existing_or_parsed,"comics & manga, historical fiction, world literature"
59960,Batman: The Dark Knight Returns,Frank Miller,"['197 pages, Hardcover']",1986.0,1986-01-28,197.0,187333,4299,4.26,4217,6705,23568,54621,98222,187333,comics,"comics,graphic novels,batman,graphic novels comics,comic book,dc comics",existing_or_parsed,comics & manga
59980,Batman: Year One,Frank Miller,"['144 pages, Paperback']",1988.0,1988-01-01,144.0,252845,4293,4.24,6799,7712,31755,78684,127895,252845,comics,"comics,graphic novels,batman,dc comics,graphic novels comics,comic book",existing_or_parsed,comics & manga
60030,Tomorrow in the Battle Think on Me,Javier Marías,"['320 pages, Paperback']",1994.0,1994-01-01,320.0,7323,772,3.96,163,464,1405,2785,2506,7323,spain,"spain,spanish literature,contemporary,literature,literary fiction",existing_or_parsed,"world literature, literature & classics, contemporary & slice of life"
60057,"Lucia, Lucia",Adriana Trigiani,"['336 pages, Paperback']",2003.0,2003-01-01,336.0,19953,1707,3.97,145,762,4751,8194,6101,19953,historical fiction,"historical fiction,chick lit,romance,adult fiction,historical,new york",existing_or_parsed,"historical fiction, chick lit, romance, adult fiction, historical, world literature"
60063,Mapp and Lucia,E.F. Benson,"['300 pages, Paperback']",1931.0,1931-01-01,300.0,2834,268,4.23,38,91,403,944,1358,2834,classics,"classics,humor,british literature,historical fiction,comedy",existing_or_parsed,"classics, comedy, literature & classics, historical fiction"
